title,content,media,keyword,date
航空機内で「食べられるコーヒーカップ」を提供、ニュージーランド航空が破棄物削減で、液体漏れないバニラ味,"
ニュージーランド航空（NZ）は、一部の機内と空港ラウンジで“食べられるコーヒーカップの試用を開始した。破棄物削減策の一環として、ニュージーランド企業のtwiice（トゥワイス）とともに開発したもので、バニラ味で液体が漏れないように工夫した。実際に試した人からは好評で、デザートボールとしても使用しているという。

同社はプラスチックの代わりに市販のコンポストで分解できる植物由来のカップへの切り替えを進めており、最終的にはカップを埋め立て地に持ち込まない状況を目指している。",トラベルボイス,コーヒー,2019年 12月 9日
舞台「DARKNESS HEELS～THE LIVE～SHINKA」O-50チーム座談会 “僕らが輝くことでダークヒーローの闇が際立つ”,"
舞台『DARKNESS HEELS～THE LIVE～SHINKA』が、12月5日より東京・CBGKシブゲキ!!にて開幕する。歴代のウルトラマンシリーズに登場するダークヒーローたちに焦点を当てたメディアミックスプロジェクト「DARKNESS HEELS」の一環として今年9月に上演された舞台『DARKNESS HEELS～THE LIVE～』の“深化版”だ。 【フォト】インタビュー写真をもっとみる初日を直前に控えた稽古場を訪れ、キャスト座談会を実施。ジャグラス ジャグラーとダークザギが降り立つ惑星O-50よりルーク・バセン役の白柏寿大、パルビナ・ルイ役の宮崎理奈、ロンメル役の近藤雄介、セシル・ソリア役の田中崇士、ボダイ役の香音有希に本作の魅力やシリーズにまつわる思い出などたっぷりと聞いた。


なお、ダークヒーローを務める、ウルトラマンベリアル役の石渡真修、ジャグラス ジャグラー役の上仁樹、イーヴィルティガ役の友常勇気、ダークザギ役の神里優希、カミーラ役の相楽伊織へのインタビューも先立って公開している。あわせてご覧いただきたい。
[取材・文・構成=潮田茗、撮影=小原聡太]


■5つのサイドストーリーで前作を深堀り
――まず、それぞれの役どころについて教えてください。


白柏：“闇”や“悪”をテーマに描かれ、強いキャラクターが集結するこの作品のなかで、嫉妬や憎しみの感情など、僕たちが思う“普通”を持つルークは作中では逆に特殊な存在。
観客のみなさんが感情移入をしやすい役だと思います。


宮崎：みんながO-50を守るなか、本当の正義を考えるのがパルビナ。惑星の状況に疑問を抱いて孤立しながらも、時に貧しい人を助けながら生きていきます。
O-50は原作ファンの方にもなじみのある惑星でもありますが、舞台ではそんな世界を説明する役どころでもありますね。


近藤：ロンメルは高い能力を持つ戦闘員。立場も上なので、唯一セシルに物申せる人物なのですが、何せワンマンタイプなので部下たちからは……。

宮崎：あんまり慕われてないよね？

近藤：うん。なんかね、振り回してる感ある。

香音：偉いんだよね？ 指揮官だもんね。

近藤：そうです！ 指揮をとる者です！　

宮崎：香音さんが言ったこと繰り返しただけじゃん（笑）。


田中：本作から新キャストとしてセシルを演じています。9月の初演について観客として感じたことでもありますが、この作品は正義と悪が逆転をしている。

セシルやボダイは正義をうたっている存在ですが、疑問のない正義を押し付けている側が”悪”に見えてくるんです。
そこが倒されたときにスカッとするので、ある種（セシルたちは）ヒールになれる役なのかなと思っています。


香音：母のような存在であるボダイですが、自分自身を偉いとは思っておらず、世界の秩序を保つようにと、自分の正義を疑わずに守っている。
彼女やセシルにとって、ルークやパルビナはたくさんいる人たちのなかのほんの一部という位置づけなので、彼らへの接し方は決して悪気があるわけではなく、ただ眼中に入っていないだけなのかなと思っています。

――今年9月の公演から間髪入れずに新作公演があるとは、ファンにとっては嬉しいサプライズでした。

白柏：これほど短いスパンは、なかなかないですよね？

香音：確かに！

田中：ビックリしましたね。

近藤：セットも大きく変更していますし、だいぶ変化しています。

田中：新キャラクターが増えた分、アクションも追加されているので見応えも増したはずです。


香音：本作では5つのサイドストーリーが加わったことで、前作を見てくださった方にとってはバックグラウンドや物語の先が垣間見える楽しさがあると思います。
今回の脚本を読んで、前作について「おお！」と納得したことも多かったですし。

宮崎：しかもストーリーによって分岐点が違うんです。そういった意味でも変化が多いので、稽古中から毎日緊張してます。

白柏：ルークは初演にはなかった過去を語る場面があります。前作では想像しながら演じていた部分だったので、その答えを知ることができてうれしかったですね。

宮崎：本作の脚本を読んで、描かれている闇の大きさや種類はさまざまなんだと改めて感じました。ただO-50を破壊しにやってきたと思われていたダークザギの目的がはっきり描かれていますし。

→次のページ：絆を深める要因は、離れて過ごす日々!?


■絆を深める要因は、離れて過ごす日々!?
――先ほども自主的に集まって稽古されていましたが、ストーリーとは裏腹にキャスト陣は和やかな雰囲気ですね。

宮崎：実は、同じ惑星でもなかなか稽古で会えないことが多くて。

白柏：惑星ごとだったり、ストーリーごとだったりと稽古が細かく分かれているんです。特に初演のときは、ほとんど誰とも会わない状態もありました。
やっぱり、こうして会えるのは嬉しいですし。会えない時間に友情が深まった気がします。
みんな、嬉しかったよなぁ？


宮崎＆近藤＆田中：……。

香音：ほう……。

白柏：（不安気に）え……？

宮崎：「このなかでそういうこと一番言わなさそうなのに」ってみんな思ったんだよ（笑）。

白柏：なんだ、ホッとした（笑）。個人的には、結構前から面識があった崇士くんにこうして共演者として再会できてうれしかったな。

近藤：え、前から知り合いだったの？

白柏：今回もそうなんですけど、そのときからいじられキャラだったよね（笑）。


田中：はい（笑）。今回共演できると知ったときは、めちゃくちゃ嬉しかったし感慨深かったですね。

白柏：O-50を崇士くんが和ませてくれてる感じはあるかもしれないですね。

――劇中にはほかにも惑星が登場しますが、もし住めるならどこがいいですか？

近藤：もうすでに決まってます。

宮崎：これ、揃うんじゃない？ せーので言ってみよう？ せーの！


白柏＆宮崎＆香音：アバン！

近藤＆田中：O-50。

宮崎：分かれちゃった（笑）。

白柏：「演じる役ならどう考えるか？」ではなく、単純に自分自身ならどうするかなって考えた。だってアバンはさ、ホワホワしてるもん。ファミリーあり、ラブストーリーあり。

香音：あと、散歩。

宮崎：散歩！

田中：そっか。「演じるならどうするか」で考えちゃってな。たしかにO-50は治安が悪いっすもんね。僕個人として考えるならやっぱりアバンかな（笑）。

近藤：……あ、そう。そうやって自分の惑星を裏切っていくんだ。僕個人として考えると、アバンよりもテリオですよ。

宮崎：そういえばテリオもラブストーリーありますもんね。


香音：えっ、あるの？ あそこラブなの？

白柏：そこの解釈は自由です（笑）。

香音：O-50も、ルークとパルビナで付き合っちゃえば？

宮崎：（きっぱりと）ないです！

白柏：ボダイさんとロンメルは？

近藤＆香音：う～ん、ちょっとないなぁ。


宮崎：やっぱり、人望のなさがネックだよね（笑）。

近藤：みんなちゃんとロンメルを慕ってくれ、ホントに……。

→次のページ：最大の悪事は「講義をサボり、カフェで読書」


■最大の悪事は「講義をサボり、カフェで読書」
――ダークヒーローにスポットが当たる作品ということで、みなさんがつい働いてしまった悪事をこっそり教えてください。

近藤：公演に向けて体を鍛えてる最中なのに、ラーメンライスを食べてやりました。炭水化物オン炭水化物。

白柏：え、そういう感じでいいの（笑）？

田中：僕、すごく反省してることがあるんです。大雨が降った日、どうしても宅配代行サービスの割引券を使ってあんかけ焼きそばが食べたくなってしまって。迷いに迷ったんですけど、全身びしょ濡れになった配達員さんに届けてもらってしまいました。


宮崎：なんか、（田中の）良い人さがにじみ出てない？

田中：せめてものお礼をと思って「仕事終わりに使ってください」ってビール券を渡そうとしたら、「お酒飲まないので」とお断りされてしまいました。

白柏：いい人感が出すぎてるから、最大限に“悪”な感じをにじみ出して記事にしてもらうね。

田中：そんな……（笑）。

宮崎：私は甥っ子ちゃんのタマゴボーロを食べちゃったことかな。お姉ちゃんたちとおでかけしたときに、どうにもできないくらいおなかが空いてしまって。
我慢できなくて全部食べちゃったら、甥っ子ちゃんを泣かせてしまいました。


香音：なかなかの悪いエピソードが来たね（笑）。

宮崎：本当に申し訳なかったので、代わりにバナナを買ってあげました。

白柏：なんでタマゴボーロじゃないんだよ！

香音：私はね、今日オフだったので正午に起きたんです。ごはんに中華スープを作って食べて……もう一度、寝てました（ニヤリ）。

宮崎：言い方が悪（笑）。しかもヘルシーそうですし、そこまで罪悪感もないという。

白柏：僕は大学時代、尾崎豊さんにどハマりしてよく通学中に曲を聞いていたんですけど。

香音：まさか！

宮崎：バイク、盗んだ？

近藤：校舎の窓ガラス、壊した？

白柏：違う、違う（笑）。そういうワルな歌詞に浸りつつ、「なんで俺はまじめに大学なんか通っちまってるんだ！」って思った瞬間があって。
来た道を引き返して講義をサボって、某コーヒーショップで読書してやりましたよ！


4人：（笑）。

宮崎：なんでカフェ？ なんで読書？

香音：なーんか、感じ悪いよね（笑）。

宮崎：“悪”じゃなくて、ただの感じ悪いエピソードじゃん。

――（笑）。本作がウルトラマンシリーズということで、ウルトラマンにまつわる思い出はありますか？

白柏：僕はティガ世代。ティガのなりきりパジャマを着て保育園に行って、好きな子に話しかけられるのをず～っと待ってた。

宮崎：なんか、闇を感じる（笑）。

田中：僕はゼットンに敗れたシーンに絶望して、しばらく見られなくなりました。ウルトラマンが負けるなんて考えられなかったからあまりにもショック過ぎて。

近藤：僕はダイナ世代ですかね。ウルトラマンごっこでも主役の座は絶対譲りませんでした。


香音：毎回、どうやって勝ち取ったの？

近藤：……武力で。

宮崎：本当にロンメルがハマり役なんだね？（笑） 
私はね、習い事の先生の息子さんがティガ大好きっ子だったので、光線を浴びる役をよくやってました。彼にウルトラマンになりきってほしかったので。

香音：私は初演の顔合わせのあとみんなで行ったウルトラマンフェスティバルが楽しかったな。すごくワクワクしましたし、ちびっ子たちが「頑張れ！」って必死に応援している姿にグッときました。

――最後に、本公演に向けて意気込みや見どころをお願いします。

田中： 主演の5人をいかに引き立てられるかがO-50としての役目。日々、必死に考えながら稽古に臨んでいますので、本番をぜひ楽しみにしていてください。

近藤：僕らがいかに輝くかで、ダークヒーローが持つ闇のコントラストが濃くなっていくと思います。思い切り、輝いていきます！

香音：新たにキャラクターも増え、初演とはまた違った感想を持てる物語になっているはず。私も自分の役をもっともっと深めていきたいです。
稽古場で息を合わせていきながら、本番に向けて“SHINKA”を楽しんでいただけるよう頑張ります。

宮崎：本作は新しい反面、どこか懐かしい気持ちになれるような作品。ちびっ子も、大きいお友達も「こういう時代もあったな」と勇気をもらってほしい。
ウルトラマンシリーズは元気をもらえる作品なので、舞台版でも届けられるよう全力で挑みます！

白柏：ここまで読んでくださってありがとうございました！ 初演から短い期間での新作公演のため、お客様の記憶が新しいうちにまた観ていただける機会をうれしく思っています。
前作のいいところは引っ張りつつ、半分以上は新しさも取り入れ、レベルアップして挑みますのでぜひ劇場へお越しください。",アニメ！アニメ！,コーヒー,2019年 12月 9日
ニュージーランド航空、食べられるカップを試験導入　廃棄物を「革新的」に減らすか,"
ニュージーランド航空はこのほど、「食べられる」コーヒーカップの試験導入を開始した。廃棄物量の削減が狙いだという。

今回試験導入されたのは、地元企業「Twiice」が製造する、クッキーでできた食べられるコーヒーカップ。バニラ味で、「飲み物が漏れない」つくりになっているという。

Twiiceは4日、「ニュージーランド航空は、乗客に食べられるカップを提供するために私たちと提携しました！」とインスタグラムに投稿した。

機内でコーヒーを年間800万杯以上提供しているニュージーランド航空は、埋め立て処分場に運ばれる廃棄物量を削減したかったと説明している。

しかし一部からは、カップを変えただけでは、環境問題に対する取り組みとしての影響力は不十分だとの声が上がった。

ニュージーランド航空の声明によると、「持続可能な挑戦に見合う革新的な方法」を探るため、「飛行中の機内と地上で」カップの試験導入が行われているという。

同社の顧客サービスマネジャー、ナイキ・チャヴ氏は、「このカップを使った乗客にはとても好評で、デザートの器としても使用している」と述べた。

Twiice共同創業者のジェイミー・カシュモア氏は、このカップは「環境に本当にいい影響をもたらすかもしれない」としている。

イギリスでは、推定で年間約25億個のコーヒーカップが廃棄されており、リサイクルされるのはそのうちのわずか0.25％だという。

ニュージーランド航空は今年9月、同社機内やラウンジで提供するカップを、堆肥化が可能な紙やトウモロコシ製のものに切り替えた。

一部のソーシャルメディアユーザーは、環境を守りたければ、コーヒーカップだけでなくほかにもたくさんのことを変えていく必要があるとしている。航空機は飛行の際に多量の燃料を消費し、地球温暖化につながる温室効果ガスが大気中に排出するからだ。

環境ジャーナリストのジョージ・モンビオ氏はツイッターに、「航空会社が環境への影響を最小限に抑えようとしていてよかった。いや、ちょっと待てよ」と、皮肉って書いた。

「二酸化炭素排出量を削減するのはどうだろうか」とツイートする人や、「ロンドン行きのフライトを週に1便、キャンセルするとかね」という声もあった。

ツイッター上ではまた、アレルギーやベジタリアンなど、食事に制約のある人々への影響について懸念する声も寄せられている。ニュージーランド航空はヴィーガンの顧客に対し、カップには卵が含まれていると回答。Twiiceは、カップにグルテンが含まれているほか、ナッツや乳製品が混入している可能性もあるとしている。

ニュージーランド航空は、試験導入期間中も、すべてのフライトで植物性のカップの提供を続けると強調している。

（英語記事　New Zealand airline trials edible coffee cups）",BBC News,コーヒー,2019年 12月 9日
シャトレーゼで「2019年に売れたアイス」TOP5！　ぜんぶ100円以下で買えちゃいます。,"
2019年も残りわずかとなりました。今年もさまざまなグルメが登場し話題となりましたが、中でも2019年に売れた「人気グルメ」は気になりますよね。",東京バーゲンマニア,コーヒー,2019年 12月 9日
戸田恵梨香主演の朝ドラ「スカーレット」第６０話視聴率は１８・７％　今週は「夢は一緒に」,"
　６、７日に放送された女優・戸田恵梨香（３１）主演のＮＨＫ連続テレビ小説「スカーレット」（月～土曜・前８時）第５９話、第６０話の平均視聴率がそれぞれ１９・１％、１８・７％だったことが９日、分かった。

　初回は２０・２％で発進。１０月１２日放送の第１２話は２２・４％で番組最高視聴率を更新した。

　１０１作目の朝ドラで、信楽焼の産地として知られる滋賀県甲賀市を舞台に、男性ばかりの世界で奮闘する女性陶芸家のヒロイン・喜美子（戸田）の奮闘を描く物語。

　喜美子の父親役に北村一輝、母親役を富田靖子が演じ、幼なじみ役で大島優子らが出演する。主題歌は女性ボーカル・越智志帆によるソロユニット「Ｓｕｐｅｒｆｌｙ」が歌う「フレア」。

　９日からの第１１週のあらすじは「夢は一緒に」。帰っていく八郎（松下洸平）に精いっぱいの思いを伝えた喜美子。しかし抱きよせられたところを常治（北村一輝）に目撃されてしまう。引き離されて、懸命に八郎のことや陶芸のことを説明しようとする喜美子だが、怒った常治には通じない。

　喜美子は、信作（林遣都）の手引きで、八郎の住まいを訪ねる。真面目な八郎は、喜美子のことを真剣に考えており、２人はいっそう寄り添って一緒になろうと決める。丸熊陶業では、照子（大島優子）も喜び、喜美子は安心して、変わらず八郎に陶芸を学ぶことにする。が、常治は八郎の挨拶をかたくなに拒み続け、マツ（富田靖子）や百合子（福田麻由子）は心配する。

　そんな折、ついに照子に子どもが生まれる。夜まで立ち会った喜美子を送ってきた八郎は、ついに常治への挨拶を許される。将来は独立して陶芸家になりたいという八郎の夢に、喜美子の安定した暮らしを願う常治は反対する。喜美子の猛反発とマツのとりなしの末、常治が出した条件は、八郎が陶芸作品で賞を取ること。必死で取り組む八郎を、案じる喜美子。そこに喫茶店の開店をひかえた大野（マギー）と陽子（財前直見）から、急ぎのコーヒー茶わんづくりの相談が…という展開が描かれる。（数字は関東地区、ビデオリサーチ調べ）",スポーツ報知,コーヒー,2019年 12月 9日
足利のかき氷店が甘味メニューの提供開始　自家製の餡と寒天,"
　かき氷店「香織茶寮」（足利市八幡町1、TEL 0284-70-0525）が12月2日、和菓子を中心としたメニューの提供を新たに始めた。（足利経済新聞）「つめたて古印最中＆お抹茶」 焼きたての古印種はパリッとした食感　6月に和菓子店「香雲堂本店」の2階にオープンした同店は、かき氷に「蔵元 松月氷室」の天然氷を使い、シロップやミルク、餡（あん）などは自家製。店内を温度管理することにより、季節や天候にかかわらず1年を通して提供が可能で、冬季は夏季より少しサイズを小さくしている。

　甘味メニューは現在12種類を提供。「香織あんみつ」（700円）は、自家製の餡と寒天を使い、蜜は黒蜜・和三盆蜜の2種類から選べる。「香雲堂本店伝統の手法で煮上げた、十勝産小豆そのもののコクと風味を味わえる」という「温かい田舎しるこ」、焼きたて古印種の「香ばしさやパリッとした食感を味わえる」という「つめたて古印最中＆お抹茶」（以上600円）などもある。ひきたてのオリジナルブレンドコーヒー（400円）を含むドリンク類もあり、250円追加でドリンクセットにすることもできる。

　製造部長の小泉直哉さんは「餡は職人が商品や季節により、甘さ、固さなどのあんばいを調整。天然かき氷も和スイーツもできたてを楽しんでほしい。季節の素材を使った新作やケーキ類などの提供も考えている」と話す。

　営業時間は10時～18時（土曜・日曜・祝日は17時まで）。水曜、第2木曜定休。かき氷は通年提供。甘味メニューは6月ごろまで（7～9月はかき氷のみ）の予定。",みんなの経済新聞ネットワーク,コーヒー,2019年 12月 9日
猫のピンク色は人を癒す!? その理由と、ピンクの肉球グッズ,"
猫を見ていると癒される……という人も多いでしょう。癒される理由は、猫の見た目や仕草など、さまざまなことが考えられますが、猫の“ピンク色”に癒されている可能性もあるそうです。ここでは、猫のピンク色が人にもたらす効果と、ピンク色で癒される“肉球グッズ”を紹介します。",ねこのきもち WEB MAGAZINE,コーヒー,2019年 12月 9日
草津町長と女性町議が町長室で「やった」「やらない」泥沼裁判,"
日本有数の温泉地、群馬県・草津温泉で、前代未聞の大騒動が起きている。

なんと草津町の現役町議である新井祥子氏（50）が、ネット上で黒岩信忠町長（72）に迫られて町長室で性交渉に及んだと告白したのだ。新井氏は本誌の取材に対して、あらためてこう証言する。【画像】草津町長が性交渉を行ったとされる町長室や“被害者”の女性議員写真「’15年１月８日、私は町長に相談したいことがあり、町長室を訪ねたんです。そのとき、初めのうちは向かい合って話していたのですが、『横においで』と言われました。私が座り直すと、『Ａ（男性町議）とヤッたのか？』と聞いてきた後、私の肩を引き寄せ、キスをされました。手で押し払おうとしたのですが、凄い力で抱きしめられて、逃げようとしたら、床に押し倒されました。すると、後ろから抱きしめられて、胸を触られ、下着の中に手を入れられました……」

新井氏は独身。草津町議会初の女性議員で、現在2期目を務めている。彼女は時折、目を潤ませながらこう続ける。

「性交渉が終わり、私が服を直すと、町長は何事もなかったかのように、『コーヒー、冷めちゃったね』と話しかけてきました。優しい言葉は一つもありませんでした。短い時間だったのかもしれません。でも、ずっと我慢していたので、私にはとても長かった。面会時間が終わると、すぐに『お疲れさん』という感じで部屋から出されましたね。

私は町長のことを尊敬していましたが、肉体関係を持ちたいと思ったことはないです。まして、町長室でそんな行為をしたいと思うはずがありません」

一方の黒岩町長は激怒している。事実無根の内容によって名誉を傷つけられたとして、新井氏らに対する告訴状を群馬県警長野原署に提出したと明らかにした。

黒岩町長は中卒ながら、草津町議に当選し、’10年に草津町長に就任。バブル崩壊後、客足が激減していた草津温泉を再び人気観光地に押し上げた立て役者として知られ、今年3月には人気番組『カンブリア宮殿』にも出演している。

黒岩町長は新井氏の告白について、本誌にこう断言する。

「まったく根も葉もないこと。まるっきり嘘です。たしかに彼女が選挙のことで相談があるということで面会はしています。しかし１月８日は年始の挨拶で、いろいろな人が出入りしますから、とてもそんなことは不可能ですよ。それと町長室には大きな窓があり、草津町交番や商工会館からも丸見え。私が町長になったときからカーテンは壊れており、ずっと閉めていません。そもそも私は危機管理として、女性が一人で訪問してきたときは、ドアを開けておきます。

彼女から恨みを買った覚えはないですが、私が草津温泉の『時間湯』（伝統的な高温入浴法）を改革すると言い出したことに対して、気に食わないという人たちがいます。それと関係しているかもしれません。男と女の話は水掛け論でウヤムヤになるから、作り話で脅迫すれば黒岩は失脚するだろうという仕掛けですよ」

黒岩町長の鼻息は荒い。それにしても、新井氏はなぜ今になって、顔出し実名で町長室の情事を話し始めたのか。

「町長の裏切り行為を知ったからです。彼は今年4月の選挙で私が当選しないように、ウラで動いていました。そのことを知って、本当に許せなかった。私があのことを公表すれば、訴えてくるだろうとは思っていました。でも黙っていると無かったことにされると思い、話をしようと決めたんです」（新井氏）

湯畑のライトアップをはじめ、さまざまなイベントによって注目を集めている草津温泉。スキャンダルでも全国の注目を浴びる形となった。

『FRIDAY』2019年12月13日号より",FRIDAY,コーヒー,2019年 12月 9日
薬を使わず9割改善も　認知症の新治療「リコード法」とは〈週刊朝日〉,"
　2025年には高齢者の約5人に1人が患うという推計もあり、もはやひとごとではない認知症。そこでまず、下記の「アルツハイマー病の原因となる行動リスト」を見てほしい。暮らしの中にリスクが潜んでいることがわかる。【表】アルツハイマー病の原因となる行動リストと「問題となる理由」はこちら",AERA dot.,コーヒー,2019年 12月 9日
ニューオータニでイチゴのスイーツビュッフェ　金曜夜限定のラインアップも,"
　「いちごスイーツ&サンドイッチビュッフェ」を12月1日、ホテルニューオータニ（千代田区紀尾井町4、TEL 03-3265-1111）のティー&カクテル「ガーデンラウンジ」が始めた。（赤坂経済新聞）ピエール・エルメ・パリが手掛ける同ホテル限定の「ソフトクリーム セレスト」　期間限定で開催する同ビュッフェ。イチゴスイーツはその時期に一番おいしいとされるイチゴを使ったストロベリーショートケーキやイチゴロールなどを並べる。同ホテルで人気のあるパティスリーSATSUKIの「スーパーメロンショートケーキ」、「新edoくず餅ゼリー」などもミニサイズで提供。18種類のスイーツを用意する。

　サンドイッチは「ローストビーフ&レタスサンド」や、温かい「新東京大豆ミートバーガー」など16種類をそろえる。ほか、「海老と彩り野菜のココナッツグリーンカレー」、「ポークパストラミのエッグベネディクト」など、ビュッフェ全体では約50種類のラインアップを用意する。コーヒーか紅茶付。

　12月20日からは、「いちごスイーツ」のイチゴが「あまおう」に替わり、「あまおうスイーツ&サンドイッチビュッフェ～新・ホテルでいちご狩り～」として展開する。2020年1月15日からは、「あまおう」のショートケーキと「とちおとめ」のショートケーキの食べ比べも加わる。

　2020年1月10日から毎週金曜日の夜は、DJが週替わりで登場する「FRIDAY NIGHT BUFFET - AMAOU SWEETS & DJ MUSIC LOUNGE-」を開催する。料理は昼間のビュッフェからワインに合う大人の女性好みのアイテムをシェフがチョイスしたメニューのほか、「サーディン＆オリーブ」と「カプレーゼ」のピンチョス、「ツナとグレッキュ」、「生ハムとプルーン」のタパスも提供する。

　デザートは、ミニサイズの「スーパーあまおうショートケーキ」、「スーパーメロンショートケーキ」や、ピエール・エルメ・パリが手掛る同ホテル限定の「ソフトクリーム セレスト」を用意する。あまおうソフトクリームをベースにあまおう、パッションのソースなどをトッピングして提供する。

　同ホテル広報担当の清水七海さんは「2008（平成20）年以来、約10年間にわたりご好評いただいてきた『いちごスイーツビュッフェ』を進化させた『あまおうスイーツ＆サンドッチビュッフェ～新・ホテルでいちご狩り～』を開催する。当ホテルを代表するスイーツの『スーパーシリーズ』や、元祖くず餅『船橋屋』とのコラボスイーツなど、思う存分お楽しみいただけるラインアップをご用意した」と話す。

　「多くのお客さまに楽しんでいただきたいと金曜日の夜限定の企画もご用意した。55周年を迎える当ホテルのこだわりが詰まった『新たないちごスイーツビュッフェ』をぜひ味わっていただきたい」とも。

　「いちごスイーツ&サンドイッチビュッフェ」、「あまおうスイーツ&サンドイッチビュッフェ～新・ホテルでいちご狩り～」の開催時間は、11時30分～14時30分（平日）、土曜・日曜・祝日は15時まで。ただし繁忙日は90分制。料金は、大人＝4,200円～、子ども＝2,500円～。3月31日まで。「FRIDAY NIGHT BUFFET - AMAOU SWEETS & DJ MUSIC LOUNGE-」の開催時間は、18時～。2時間制。料金は、大人＝5,000円、子ども＝3,000円。ロゼスパークリングワインフリーフロー付＝7,000円。2日前までウェブで要予約。3月27日まで。表示金額は税抜き価格。サービス料別途。",みんなの経済新聞ネットワーク,コーヒー,2019年 12月 9日
The Okura Tokyoの朝から晩までいたくなるレストランって？,"
ホテルのレストランは過ごしやすさ抜群の空間。広々としたテーブル間隔や、素晴らしいテーブルウェアなど、そこにいるだけで気分も盛り上がります。そして、何よりも朝食、ランチ、ディナーと一日中おいしいものに舌鼓を打つことも可能なんです。",食べログマガジン,コーヒー,2019年 12月 9日
【仕事ができない部下ほど、相談に来ない】部下が「相談に来たくなる」2つのしかけ,"
　リーダーの「悩み」の多くは、仕事ができない部下から生まれる。
本連載は、1万人を超えるリーダーから寄せられた「悩み」に対し、明確な答えを提示するものだ。
著者は、日本最高峰のビジネススクール「経営アカデミー」で20年以上の登壇実績を誇り、経営者や企業幹部を指導してきた浅井浩一氏。全国で年間100回以上の研修や講演を行い、コンサルタントとしても現場に入り込む
「離職率を抑え、メンタルを病む人をゼロにし、なおかつ目標を達成し続ける」ために、リーダーとともに考え、行動し、悩みの解決を図る。業種・業態を問わず、職場再建率は100％。これまで指導してきたリーダーの数は1万人を超える。近著に『1万人のリーダーが悩んでいること』がある。【この記事の画像を見る】●　仕事ができない部下ほど、相談に来ない

　【悩み】「こんなことになる前に早く相談に来てくれよ」と思うことが多々あります。自分は相談されやすい上司を目指していますが、なかなか難しいと感じます。

　リーダー研修で受講者に「部下に対して、『こんな状態になる前に早く相談してくれよ……』と感じることはありますか？」と聞くと、ほとんどのリーダーが「はい」と答えます。

　早めに相談してくれる部下もいるが、そのような部下は相談がいらないくらい優秀な人。本当に相談に来てほしい人はまったく来てくれない……というのが多くのリーダーの悩みです。ならば、と私は質問を変えて受講者に問います。

　「みなさん自身は、自分の不出来をさらけだして、上司に早め早めに相談できていますか？」

　するとほとんどのリーダーが、自分自身も上司への相談がタイムリーにできていないことに気づきます。相談を巡る上司と部下のすれ違いは、それくらい根深い問題なのです。

●　「相談しづらいオーラ」6パターン

　部下から上司への相談が遅れがちになる理由は、次の6つに大別されます。

　（1）忙しそうにしている上司の手を煩わずらわせたくない

　（2）以前相談したとき、上司の反応が冷たかった。パソコンを見たまま顔もあげず、低い声で「何？」と言われた。それがトラウマとなり相談できない

　（3）ふがいなさをさらけ出すことによって「この部下は大したことがない。無能だ」と思われ、評価が下がるのが怖い

　（4）1対1で上司と話すこと自体がプレッシャー。叱られそうなことなんて、とても言えない

　（5）自分なりに挽回しようと奮闘したけれど、カバーし切れなくなって相談。もしくは、自分で抱え込んで深追いしすぎて相談が遅れる

　（6）上司自身が常に、「リーダーは優秀でなければならない」というふうに振る舞っていて、部下もそう感じている。だから弱みをさらけ出せない

　いかがでしょうか。心当たりはありませんか？

　これらのケースを見てわかるように、リーダーが「相談しづらいオーラ」を放っているがために、部下からの相談が遅れるケースが多々あります。どうすれば「相談しづらいオーラ」を消すことができるのでしょうか。",ダイヤモンド・オンライン,コーヒー,2019年 12月 9日
